,3421dfc4-8085-4af7-bf73-a46e655fc2ca,d79be9fe-e617-4ce1-a141-d38971f6e9b4,6627912f-da9b-4406-a119-7b92c53af450,cb03d106-69f5-4504-bd05-38c0fef5b63c,39b30a7e-ff49-427d-bdb6-f387e56ba5db,ad580e35-08d5-45f7-9480-52b54c814d75,78e2585b-4ae2-4c55-a4a2-ed3707ed2fef,315e916f-fc68-4ab5-8a14-08999dd6dc5e,b21a6046-8129-4af9-a8fa-f6e293b73392,f3917a26-aeb8-49e7-b322-f84889bdf8bc,a637c17e-fdaf-4fa8-917d-e338e00a2eeb,f864bdfb-aefb-4667-bae5-ca10f3ed73ac,645c63c7-7855-4622-8f54-c28dc40456f7,1e94b693-df8f-4ad0-9f02-4aac6929bdaa,d06181ef-a682-4fc0-8a29-4828b94e563b,6cf861f2-93ff-445a-831f-e46ca50720a5,56ed28ea-6c2d-48c5-be37-142448850eae,262b810a-925a-4744-a150-392afbd819c1,09318e51-6794-429d-a7d2-381474c9aa53,4731525f-62dd-4128-ab56-3991b403e17e,081d1c6d-8f95-4d24-9176-a44641e41e8c,2962cada-f998-4cb6-bb25-e8ff2f486dd0,ad7b68aa-c031-4368-80c5-ee26e71594f4,d06aa7a1-c36f-4f5b-b5cd-fe1845dd2801,c595e8cc-74d4-4bfc-ac20-ee758c7e58a1,c3c1d772-792d-4dd0-a05d-45d4da5187e7,64a5e3a5-f202-4327-a074-5d38cd97709f,19a1c988-0e3d-4523-a394-cad4ac268497,a54a3753-066b-41f1-bbbf-cf1e154dba78,fb48d3a7-3eb6-4752-bea5-b5252851d43f,395dd978-ca54-4016-be0e-dce0019e32d0,ffebcace-a777-44c5-afd6-157aa070cee2,7ec02476-488d-412d-917e-364af6f0f9d9,de5bdbe5-90ea-4b56-8ab6-c0450c59d35d,3c7ebaa2-faf5-40ad-b7ce-f04b3dd899a4,b8c2f659-c140-430d-b0fc-1c8318604fbd,1a781432-3409-488e-9970-8201b78f62e4,54f4ef9a-6e4a-4283-aa26-2b7295954a52,7b9e151d-1eba-4328-b6f9-3eaf5217d360,dc100bb5-43c7-44a4-ae39-9ebd8ddfed97,d311d20b-f4a6-476e-afcc-bdd287be116c,d88ae8de-86fd-4dc6-b59d-d3e32f6b3908,7467fcab-0da1-496a-b193-be6b7c6c5d44,4201a55f-5ec6-4a9d-adbe-c4930c6ca360,0dcda023-62b3-4872-966f-eb471f071d07,3ee26d15-dd49-4c71-9234-2ef50ef5bdee,34b30060-14af-4b99-9a04-b12337c51404,45f498f9-5c24-4cc0-b90a-60320417a9bd,8829514a-cb9f-47fb-aaeb-3167776f1062,b53660ec-ab0d-407f-be6f-684e58b28860,748f86ca-3b50-4ffa-b906-2232092c9a44,1b552dbc-6c3a-41ff-9590-43e5ca61b927,dba89696-c774-4ce0-9193-b735e68792a6,7a8ea59e-0205-458e-afc3-89c588ef7e8f,079df34d-ce0e-4b19-941f-b81b10db38fc,cee3fcf7-d49d-4889-9778-9ae768c39d82,e4ccc57d-4039-4ef0-98fe-283233bea8be,4ddd709e-f420-4586-8327-0e4da00cd9b5,808098d1-b48f-4b0d-93cc-0fdf217b2163,0f559518-8273-4252-927a-9751b0826aaf,d898b896-a46d-44b5-ab49-cb4889234036,8aa79db1-5df8-41c4-9c05-b69a23085da7,04424c3f-9418-4752-ba1d-5c6fda1cd6c2,75ad8bbf-c050-45ee-9376-29abae836ebd,abfc0fa2-800d-43b5-b2da-88131412cef4,7d7b1f64-58f4-458b-8bb4-a85c90692fa7,b2a608e2-a35d-47fc-9f64-9ea042b3e68f,50fd73e8-ef37-44ba-8081-de62507f79f7,0135e29b-678d-4188-a935-1d0bfec9450b,1b1be5b7-e341-42b7-842d-cc83b56785e1,76583011-ef2e-48a8-a1a9-e4989852de7f,acdd1849-7872-4f43-b301-8716681e0603,908de40a-25d7-4ad5-a45a-de9eb3709a77,530d0a7d-b289-44d2-b5e3-e8aea2953212,f5d5aba7-faf3-4c7b-a324-508931a37649,f2b9c865-6307-4fb4-97d4-70b4ccde5f38,93c8b989-b8b1-4b78-ac56-ec066775aceb,ed3ed941-897a-4d56-b925-0681281c4e1c,9e320169-d927-4e03-a1e4-78b1175e5833,5dd359a7-76b4-4458-9e6a-6a373b14eaac,ccbfb274-bf92-4d4e-bfe8-eb1626713253,5a0be539-f281-451c-b7f2-a63de0594947,fa4a42a7-9752-4fe1-850a-f7486ab28b0d,43620331-f715-42be-b915-1eaa0b3e2b08,6d8206cf-51e3-416f-a6d9-47de3c982a9a,a229dbd5-de78-4abe-bfcc-1716c1dff00f,138d0fd5-f669-45f2-b26b-4c6856dfd923,d54c1e02-5058-4a7b-822c-b94b1aa5437e,c27daf06-3a56-4b68-999c-d6f451a98e69,c959cf5e-4f69-4990-a662-cd355ca85cf7,2740572c-d3e1-441c-a957-78cc8bae56d2,bfe573c5-4a87-4a2d-a0e8-a5f12e491735,91280388-8cf6-4b93-ae2b-69d955368d1c,393066a0-8cbb-495d-aeae-06f131b2d12a,23e9fbde-fd65-4163-afbd-1394e0d1fa73,69a7c168-ac95-4fe8-bdcd-7866a6c6ab04,b20c3f09-9179-43ca-9fb7-e845e97c8fd5,614ee396-283c-4621-9834-cb914244cc52,ad3ddd76-3ff0-44b7-8ea7-56c1c896b4ee,8af8b090-dfe5-4e15-bc78-cf4a7d2b1dc8,daedb3c9-2dc0-496c-af1f-d1fd37ba7e86,9ea63ec1-ea3b-43ff-92cf-05aa50ccfafd,9fe6ae61-bcbd-4086-8e64-832fb018a439,b601a489-62e0-40c4-9c15-4031843afba4,265cae4d-4cf9-49e0-a02e-91c802b10e5a,69835f7b-13f1-4e3d-9f2e-c17e0f54c218,94abd890-c3d9-4925-9483-7480d4c865a6,3d75c635-4d81-4ce9-85e8-ce1f91b3b372,32f3be97-94fb-4a61-893a-8d60715c3513,8cf68358-747f-4351-8717-ba7933cb428b,52582e45-507b-45ce-b68f-19af8f9cd791,c0d52f0f-da00-4a52-9750-b718efed7ab8,44ad1518-dafe-4e57-bf41-64b7801b6fb8,ff3f7744-41bc-4f49-a081-dea48bf12145,8966412d-baea-44e1-84c4-6dafb13d799d,e2c8856d-6f7c-4730-9cbd-4a245606b62d,beacb7af-8b2d-40c6-95c4-369c098ca735,1640d273-06d6-444b-9141-cfbeab7852af,099c4c9a-9b78-4b7a-9f70-2faf4488bb56,64d692ac-92ce-4832-b7d7-4c241c481aef,ddaf655f-3dd6-4fe0-8f8f-bf442f7156db,96f816e3-8551-4bb5-9e45-37273ee6970f,402aca9f-c0db-499c-a551-805c0c2fecb9,776e13a6-ede1-4914-ba96-8feeaf4388c1,0ff16c36-6efb-43b4-8ea0-791355f3342a
pretest Temporality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
posttest Want to learn more about Biology,3.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,1.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0,5.0,2.0,5.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,5.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,1.0,4.0,5.0,5.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,5.0,3.0
posttest Want to learn more about Synthetic biology,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0,3.0,4.0,1.0,2.0,4.0,3.0,4.0,2.0,4.0,5.0,4.0,2.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,4.0,3.0,3.0,4.0,1.0,3.0,3.0,5.0,3.0,2.0,3.0,4.0,3.0,1.0,1.0,4.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,4.0,2.0,4.0,2.0,3.0,1.0,4.0,5.0,4.0,2.0,4.0,4.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,5.0,1.0
posttest Want to learn more about Video games,5.0,4.0,5.0,4.0,4.0,2.0,2.0,5.0,2.0,5.0,1.0,5.0,2.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,2.0,5.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,3.0,1.0,2.0,2.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,2.0,5.0,5.0,4.0,5.0,5.0,3.0,1.0,2.0,3.0,2.0,5.0,4.0,5.0,2.0,5.0,3.0,5.0,3.0,5.0,2.0,5.0,3.0,5.0,4.0,4.0,2.0,2.0,3.0,4.0,5.0,3.0,4.0,4.0,1.0,3.0,1.0,4.0,5.0,4.0,5.0,2.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,1.0,5.0,5.0,2.0,1.0,5.0,5.0,5.0,2.0,5.0,4.0,3.0,2.0,2.0,5.0,5.0
posttest Want to learn more about Engineering,5.0,4.0,5.0,3.0,4.0,2.0,4.0,2.0,2.0,5.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,1.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,3.0,5.0,3.0,3.0,2.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,2.0,3.0,5.0,4.0,3.0,1.0,4.0,3.0,5.0,4.0,3.0,5.0,3.0,2.0,2.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,1.0,2.0,2.0,2.0,3.0,4.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,1.0,3.0,5.0,3.0,5.0,5.0,1.0,2.0,1.0,1.0,5.0,4.0,5.0,2.0,5.0,2.0,2.0,3.0,5.0,5.0,1.0
posttest Played Hero.Coli,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
posttest Age,24.0,42.0,19.0,17.0,27.0,19.0,15.0,21.0,15.0,20.0,39.0,12.0,33.0,15.0,21.0,24.0,19.0,18.0,12.0,23.0,26.0,32.0,20.0,23.0,25.0,15.0,27.0,14.0,50.0,16.0,17.0,17.0,20.0,21.0,16.0,20.0,20.0,12.0,46.0,18.0,18.0,26.0,30.0,29.0,27.0,24.0,25.0,25.0,21.0,19.0,17.0,31.0,17.0,23.0,11.0,17.0,12.0,50.0,15.0,13.0,13.0,13.0,12.0,15.0,13.0,19.0,21.0,20.0,18.0,33.0,14.0,13.0,16.0,13.0,17.0,15.0,14.0,14.0,28.0,21.0,16.0,21.0,20.0,17.0,28.0,28.0,42.0,48.0,15.0,12.0,55.0,12.0,40.0,17.0,16.0,51.0,15.0,16.0,39.0,19.0,12.0,12.0,13.0,12.0,12.0,18.0,20.0,20.0,23.0,39.0,23.0,17.0,17.0,45.0,17.0,14.0,12.0,55.0,28.0,24.0,27.0,25.0,10.0,14.0,13.0
posttest Gender,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0
posttest Interested in video games,5.0,5.0,5.0,4.0,5.0,3.0,2.0,4.0,2.0,5.0,2.0,5.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,2.0,1.0,2.0,5.0,2.0,2.0,3.0,3.0,5.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,4.0,5.0,2.0,4.0,2.0,3.0,3.0,5.0,5.0,5.0,2.0,5.0,4.0,4.0,2.0,1.0,5.0,4.0,5.0,3.0,4.0,2.0,3.0,4.0,1.0,4.0,5.0,5.0,4.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,5.0,5.0,4.0,1.0,4.0,5.0,5.0,2.0,4.0,3.0,2.0,3.0,2.0,5.0,3.0
posttest Interested in biology,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,1.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,2.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,3.0,5.0,5.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,3.0,4.0,4.0,1.0
posttest Studied biology,2.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,3.0,1.0,2.0,0.0,1.0,0.0
posttest Play video games,4.0,4.0,5.0,4.0,4.0,3.0,1.0,3.0,2.0,5.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,2.0,5.0,4.0,1.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,1.0,4.0,3.0,2.0,5.0,3.0,4.0,4.0,5.0,3.0,3.0,2.0,2.0,5.0,4.0,5.0,2.0,4.0,2.0,3.0,4.0,4.0,5.0,5.0,2.0,5.0,4.0,4.0,1.0,1.0,5.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,5.0,5.0,4.0,3.0,2.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0,3.0,1.0,5.0,5.0,3.0,1.0,4.0,5.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0
posttest Heard about Synthetic biology or BioBricks,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
posttest Volunteered to answer more questions,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
posttest Enjoyed playing,2.0,2.0,2.0,2.0,3.0,0.0,0.0,2.0,2.0,4.0,-1.0,3.0,1.0,3.0,0.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,1.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,3.0
posttest Genotype and phenotype,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
posttest BioBricks and devices composition,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
posttest Ampicillin antibiotic,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
posttest Name: Plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
posttest Function: TER,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
