"Timestamp","Are you interested in video games?","Do you play video games?","How old are you?","What is your gender?","How long have you studied biology?","Are you interested in biology?","Before playing Hero.Coli, had you ever heard about synthetic biology?","Before playing Hero.Coli, had you ever heard about BioBricks?","Have you ever played an older version of Hero.Coli before?","Have you played the current version of Hero.Coli?","Have you played the arcade cabinet version of Hero.Coli?","Have you played the Android version of Hero.Coli?","In order to modify the abilities of the bacterium, you have to...","What are BioBricks and devices?","What is the name of this BioBrick?","What is the name of this BioBrick?","What is the name of this BioBrick?","What is the name of this BioBrick?","What does this BioBrick do?","What does this BioBrick do?","What does this BioBrick do?","What does this BioBrick do?","Pick the case where the BioBricks are well-ordered:","When does green fluorescence happen?","What happens when you unequip the movement device?","What is this?","What does this device do?","What does this device do?","What does this device do?","What does this device do?","What does this device do?","What does this device do?","What does this device do?","What does this device do?","Guess: what would a device producing l-arabinose do, if it started with a l-arabinose-induced promoter?","Guess: the bacterium would glow yellow...","What is the species of the bacterium of the game?","What is the scientific name of the tails of the bacterium?","Find the antibiotic:","You can write down remarks here.","Do not edit -  pre-filled anonymous ID"
"2018/01/27 11:31:33 AM GMT+1","Moderately","Moderately","90","Male","I don't know","A lot","No","No","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","Promoter","I don't know","I don't know","I don't know","It controls when the device is active","I don't know","It controls when the device is active","I don't know","I don't know","I don't know","A nanobot - a game bonus","I don't know","It generates green fluorescence","It makes it possible to move faster","It makes it possible to move faster","It makes it possible to move faster","It generates green fluorescence","It makes it possible to move faster","It generates green fluorescence in presence of l-arabinose","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced RFP under yellow light","E. Coli","Flagella","I don't know","","65961b20-907f-45f0-93c9-a7187a3ac6ca"
"2018/01/27 6:55:21 PM GMT+1","Slightly","Rarely","38","Female","At least until master's degree","Extremely","Yes","Yes","No","No","No","No","I don't know","DNA sequences","I don't know","I don't know","Coding Sequence","I don't know","I don't know","I don't know","It controls which protein is produced, and thus which ability is affected","I don't know","I don't know","Under blue light, when the GFP device is equipped","I don't know","I don't know","It generates green fluorescence","I don't know","It generates antibiotic resistance","I don't know","I don't know","I don't know","I don't know","I don't know","After being induced, it would produce more and more l-arabinose, because it would induce itself","I don't know","Hero.Coli","Flagella","Ampicillin","","429b4c68-998e-4cc1-8c5b-3ca9793f1b3d"
"2018/01/27 10:20:29 PM GMT+1","Extremely","Extremely","36","Male","Until the end of high school","A lot","Yes","No","No","No","No","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","E. Coli","I don't know","Ampicillin","","d662053a-4247-4d46-831a-89e64de1a90b"
"2018/01/28 12:08:31 PM GMT+1","A lot","Moderately","31","Male","Until bachelor's degree","Extremely","Yes","No","No","No","No","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","0a6a0937-89e7-4082-989f-9630a6dd8ae4"
"2018/01/28 8:33:42 PM GMT+1","Slightly","Rarely","32","Female","At least until master's degree","Extremely","Yes","Yes","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","Promoter","Coding Sequence","I don't know","It shows the end of the device","It controls the level of expression, and thus how much the ability will be affected","It controls which protein is produced, and thus which ability is affected","I don't know","Option 4","I don't know","I don't know","I don't know","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","After being induced, it would produce more and more l-arabinose, because it would induce itself","I don't know","E. Coli","Flagella","Ampicillin","","92613027-2fc7-4d4d-939c-52a43b5bd380"
"2018/01/29 8:45:58 PM GMT+1","Slightly","Not at all","31","Male","At least until master's degree","Slightly","No","No","No","No","No","No","Edit the DNA of the bacterium","Proteins","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Ampicillin","","20b1a383-b427-4ddd-8582-e5176d9dfbcf"
"2018/01/30 12:34:26 AM GMT+1","Moderately","Moderately","25","Female","Until the end of high school","Moderately","Yes","No","No","No","No","No","Edit the DNA of the bacterium","I don't know","I don't know","Promoter","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced GFP under yellow light","Hero.Coli","I don't know","Ampicillin","","57e5f788-4f04-458c-9d50-9e90aa7a03d7"
"2018/01/30 12:43:34 AM GMT+1","Slightly","Rarely","52","Male","At least until master's degree","A lot","Yes","I don't know","No","No","No","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","E. Coli","Flagella","Ampicillin","","05434884-61bc-4cb2-932b-926a9eefa462"
"2018/01/30 12:43:51 AM GMT+1","Extremely","A lot","26","Male","Until the end of high school","Moderately","No","No","No","No","No","No","Edit the DNA of the bacterium","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","E. Coli","I don't know","Ampicillin","","c76012d7-70c4-4b04-b6c5-e9e7a2128558"
"2018/01/30 1:21:25 AM GMT+1","A lot","A lot","45","Male","At least until master's degree","Extremely","I don't know","No","No","No","No","No","I don't know","Amino-acids","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Hero.Coli","Flagella","Ampicillin","","45578ba1-a021-4bed-b452-69abf74044bd"
"2018/01/30 4:27:02 AM GMT+1","Extremely","Extremely","21","Male","Until the end of high school","Moderately","Yes","Yes","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","Transcriptor","Promoter","Ribosome","RBS","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I believe you shouldn't ask me all these questions without even having played the game, I had no way of knowing 90% of the answers you expected.","ee425929-68dc-4098-bd6c-8780aee3735d"
"2018/01/30 4:43:40 AM GMT+1","Extremely","Extremely","21","Male","Until the end of high school","Moderately","Yes","Yes","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","Promoter","Ribosome","RBS","It shows the end of the device","It controls when the device is active","It controls which protein is produced, and thus which ability is affected","It controls the level of expression, and thus how much the ability will be affected","Option 1","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","E. Coli","Flagella","Ampicillin","","39dd5b33-54d6-42eb-a5d9-26afcfca59fc"
"2018/01/30 9:13:52 AM GMT+1","Moderately","Rarely","29","Male","Until the end of high school","A lot","Yes","No","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","Promoter","Coding Sequence","RBS","It shows the end of the device","It controls the level of expression, and thus how much the ability will be affected","It controls which protein is produced, and thus which ability is affected","I don't know","I don't know","Under blue light, when the GFP device is equipped","Flagella quickly disappear one by one","A plasmid - it makes it possible to equip an additional device","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced YFP under cyan light","E. Coli","Flagella","Ampicillin","Why do I have to answer several pages of Bricks if I told you I never played the game and you told me the current version has a tutorial?","b94272f6-f974-45bd-a8ef-246bf6f5c6aa"
"2018/01/30 10:06:14 AM GMT+1","A lot","A lot","27","Male","Until the end of middle school","Moderately","I don't know","No","No","No","No","No","Edit the DNA of the bacterium","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Hero.Coli","Flagella","Ampicillin","","fcdce2b2-d195-461a-b83b-737c8df0c4bd"
